Date,Adj Close,Open,High,Low
2019/10/8,"7,823.76","7,898.27","7,921.88","7,823.73"
2019/10/7,"7,956.28","7,956.41","8,013.31","7,942.08"
2019/10/4,"7,982.46","7,908.44","7,986.62","7,899.39"
2019/10/3,"7,872.25","7,787.02","7,872.27","7,700.00"
2019/10/2,"7,785.23","7,851.13","7,852.70","7,744.95"
2019/10/1,"7,908.67","8,026.83","8,062.50","7,906.29"
2019/9/30,"7,999.33","7,964.09","8,012.16","7,949.63"
2019/9/27,"7,939.63","8,047.11","8,051.83","7,890.28"
2019/9/26,"8,030.66","8,070.12","8,072.11","7,991.02"
2019/9/25,"8,077.38","7,990.66","8,095.00","7,935.57"
2019/9/24,"7,993.63","8,147.23","8,158.84","7,969.65"
2019/9/23,"8,112.46","8,106.49","8,135.81","8,085.34"
2019/9/20,"8,117.67","8,184.88","8,202.82","8,086.16"
2019/9/19,"8,182.88","8,193.59","8,237.43","8,174.32"
2019/9/18,"8,177.39","8,174.62","8,179.87","8,086.22"
2019/9/17,"8,186.02","8,148.65","8,188.23","8,139.82"
2019/9/16,"8,153.54","8,121.64","8,165.32","8,121.25"
2019/9/13,"8,176.71","8,190.57","8,210.20","8,165.47"
2019/9/12,"8,194.47","8,206.58","8,243.80","8,176.73"
2019/9/11,"8,169.68","8,091.68","8,169.68","8,081.56"
2019/9/10,"8,084.15","8,049.98","8,086.53","8,001.69"
2019/9/9,"8,087.44","8,130.91","8,131.65","8,052.35"
2019/9/6,"8,103.07","8,125.58","8,134.39","8,098.52"
2019/9/5,"8,116.83","8,061.29","8,134.42","8,061.29"
2019/9/4,"7,976.88","7,949.81","7,981.41","7,928.94"
2019/9/3,"7,874.16","7,906.44","7,940.37","7,847.32"
2019/8/30,"7,962.88","8,015.16","8,017.91","7,914.74"
2019/8/29,"7,973.39","7,945.78","7,992.29","7,925.83"
2019/8/28,"7,856.88","7,798.35","7,866.87","7,766.67"
2019/8/27,"7,826.95","7,908.78","7,916.83","7,795.18"
2019/8/26,"7,853.73","7,829.58","7,856.04","7,789.05"
2019/8/23,"7,751.77","7,943.65","8,005.34","7,730.77"
2019/8/22,"7,991.39","8,038.79","8,048.58","7,937.12"
2019/8/21,"8,020.21","8,017.07","8,036.94","7,998.50"
2019/8/20,"7,948.56","7,989.36","8,010.58","7,948.09"
2019/8/19,"8,002.81","8,006.18","8,026.75","7,974.36"
2019/8/16,"7,895.99","7,828.35","7,907.52","7,828.35"
2019/8/15,"7,766.62","7,790.20","7,805.93","7,716.55"
2019/8/14,"7,773.94","7,877.33","7,900.28","7,762.87"
2019/8/13,"8,016.36","7,863.41","8,065.24","7,851.58"
2019/8/12,"7,863.41","7,907.49","7,924.99","7,833.79"
2019/8/9,"7,959.14","7,997.19","8,020.56","7,910.35"
2019/8/8,"8,039.16","7,921.59","8,041.12","7,896.15"
2019/8/7,"7,862.83","7,747.27","7,881.38","7,702.42"
2019/8/6,"7,833.27","7,804.51","7,845.01","7,739.57"
2019/8/5,"7,726.04","7,823.33","7,836.45","7,662.90"
2019/8/2,"8,004.07","8,056.42","8,068.80","7,953.67"
2019/8/1,"8,111.12","8,190.56","8,311.04","8,080.52"
2019/7/31,"8,175.42","8,290.80","8,299.83","8,110.02"
2019/7/30,"8,273.61","8,231.77","8,295.46","8,228.02"
2019/7/29,"8,293.33","8,325.10","8,325.28","8,247.37"
2019/7/26,"8,330.21","8,294.30","8,339.64","8,291.12"
2019/7/25,"8,238.54","8,294.68","8,295.95","8,233.40"
2019/7/24,"8,321.50","8,227.36","8,321.81","8,226.50"
2019/7/23,"8,251.40","8,242.50","8,251.83","8,193.89"
2019/7/22,"8,204.14","8,171.99","8,218.42","8,171.54"
2019/7/19,"8,146.49","8,241.34","8,245.78","8,144.63"
2019/7/18,"8,207.24","8,151.76","8,215.58","8,135.12"
2019/7/17,"8,185.21","8,224.00","8,230.67","8,184.66"
2019/7/16,"8,222.80","8,251.66","8,259.75","8,204.23"
2019/7/15,"8,258.18","8,263.18","8,264.78","8,236.27"
2019/7/12,"8,244.14","8,209.20","8,245.66","8,201.52"
2019/7/11,"8,196.04","8,219.28","8,226.18","8,171.63"
2019/7/10,"8,202.53","8,183.19","8,228.60","8,160.56"
2019/7/9,"8,141.73","8,061.41","8,146.98","8,061.32"
2019/7/8,"8,098.38","8,112.91","8,112.91","8,078.39"
2019/7/5,"8,161.79","8,123.28","8,171.97","8,093.66"
2019/7/3,"8,170.23","8,129.57","8,170.23","8,122.34"
2019/7/2,"8,109.09","8,086.65","8,109.37","8,063.10"
2019/7/1,"8,091.16","8,145.85","8,150.45","8,059.29"
2019/6/28,"8,006.24","7,988.76","8,010.15","7,961.46"
2019/6/27,"7,967.76","7,939.36","7,976.58","7,935.47"
2019/6/26,"7,909.97","7,933.93","7,974.28","7,903.07"
2019/6/25,"7,884.72","8,005.27","8,007.31","7,879.15"
2019/6/24,"8,005.70","8,040.58","8,047.56","8,004.63"
2019/6/21,"8,031.71","8,028.69","8,073.02","8,011.20"
2019/6/20,"8,051.34","8,087.45","8,088.88","7,996.87"
2019/6/19,"7,987.32","7,970.26","7,998.59","7,930.38"
2019/6/18,"7,953.88","7,920.98","8,005.21","7,911.67"
2019/6/17,"7,845.02","7,819.43","7,865.98","7,812.61"
2019/6/14,"7,796.66","7,807.19","7,819.21","7,778.12"
2019/6/13,"7,837.13","7,822.56","7,848.36","7,813.60"
2019/6/12,"7,792.72","7,803.13","7,819.16","7,773.97"
2019/6/11,"7,822.57","7,901.04","7,909.99","7,798.63"
2019/6/10,"7,823.17","7,798.87","7,895.44","7,795.76"
2019/6/7,"7,742.10","7,652.97","7,767.02","7,647.91"
2019/6/6,"7,615.55","7,582.24","7,634.12","7,546.22"
2019/6/5,"7,575.48","7,585.68","7,589.47","7,498.17"
2019/6/4,"7,527.12","7,413.94","7,529.50","7,385.02"
2019/6/3,"7,333.02","7,441.22","7,457.66","7,292.22"
2019/5/31,"7,453.15","7,470.95","7,506.86","7,448.23"
2019/5/30,"7,567.72","7,565.46","7,595.90","7,527.66"
2019/5/29,"7,547.31","7,553.02","7,581.11","7,503.94"
2019/5/28,"7,607.35","7,655.66","7,693.74","7,603.76"
2019/5/24,"7,637.01","7,675.57","7,694.15","7,631.25"
2019/5/23,"7,628.28","7,660.72","7,665.15","7,585.32"
2019/5/22,"7,750.84","7,749.81","7,786.33","7,738.35"
2019/5/21,"7,785.72","7,765.57","7,804.44","7,752.92"
2019/5/20,"7,702.38","7,714.06","7,747.27","7,678.35"
2019/5/17,"7,816.28","7,829.03","7,918.71","7,810.35"
2019/5/16,"7,898.05","7,832.58","7,946.23","7,826.67"
2019/5/15,"7,822.15","7,682.80","7,838.72","7,682.24"
2019/5/14,"7,734.49","7,689.66","7,776.20","7,665.30"
2019/5/13,"7,647.02","7,720.07","7,760.83","7,627.23"
2019/5/10,"7,916.94","7,881.31","7,949.34","7,759.34"
2019/5/9,"7,910.59","7,853.21","7,929.78","7,796.16"
2019/5/8,"7,943.32","7,946.24","8,004.49","7,923.35"
